Reporting Area,MMWR Year,MMWR Week,"Severe acute respiratory syndrome-associated coronavirus desease, Current week","Severe acute respiratory syndrome-associated coronavirus desease, Current week, flag","Severe acute respiratory syndrome-associated coronavirus desease, Previous 52 weeks Max†","Severe acute respiratory syndrome-associated coronavirus desease, Previous 52 weeks Max†, flag","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2021†","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2021†, flag","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2020†","Severe acute respiratory syndrome-associated coronavirus desease, Cum 2020†, flag","Shiga toxin-producing Escherichia coli(STEC), Current week","Shiga toxin-producing Escherichia coli(STEC), Current week, flag","Shiga toxin-producing Escherichia coli(STEC), Previous 52 weeks Max†","Shiga toxin-producing Escherichia coli(STEC), Previous 52 weeks Max†, flag","Shiga toxin-producing Escherichia coli(STEC), Cum 2021†","Shiga toxin-producing Escherichia coli(STEC), Cum 2021†, flag","Shiga toxin-producing Escherichia coli(STEC), Cum 2020†","Shiga toxin-producing Escherichia coli(STEC), Cum 2020†, flag","Shigellosis, Current week","Shigellosis, Current week, flag","Shigellosis, Previous 52 weeks Max†","Shigellosis, Previous 52 weeks Max†, flag","Shigellosis, Cum 2021†","Shigellosis, Cum 2021†, flag","Shigellosis, Cum 2020†","Shigellosis, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode
OKLAHOMA,2021,3,,-,0,,,-,,-,,-,6,,,-,1,,,-,11,,,-,12,,OKLAHOMA,,20210346,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20210365,POINT (145.725693 15.1834)
OHIO,2021,3,,-,0,,,-,,-,3,,21,,12,,22,,2,,10,,9,,15,,OHIO,,20210318,POINT (-82.70936 40.415534)
MINNESOTA,2021,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20210323,POINT (-94.198308 46.349153)
LOUISIANA,2021,3,,-,0,,,-,,-,,-,4,,,-,3,,,-,11,,3,,36,,LOUISIANA,,20210345,POINT (-91.840238 30.921314)
HAWAII,2021,3,,-,0,,,-,,-,,-,2,,,-,,-,,-,3,,,-,3,,HAWAII,,20210360,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,3,,-,0,,,-,,-,4,,40,,15,,85,,1,,59,,8,,92,,,SOUTH ATLANTIC,20210328,
PENNSYLVANIA,2021,3,,-,0,,,-,,-,2,,13,,5,,19,,2,,11,,9,,24,,PENNSYLVANIA,,20210313,POINT (-77.838886 40.896694)
UTAH,2021,3,,-,0,,,-,,-,1,,14,,1,,5,,,-,3,,,-,4,,UTAH,,20210355,POINT (-111.678222 39.323779)
COLORADO,2021,3,,-,3,,,-,,-,,-,14,,8,,19,,2,,17,,10,,17,,COLORADO,,20210350,POINT (-105.547832 38.998552)
VERMONT,2021,3,,-,0,,,-,,-,,-,4,,,-,4,,,-,3,,,-,,-,VERMONT,,20210308,POINT (-72.662695 44.075252)
KENTUCKY,2021,3,,-,0,,,-,,-,,-,4,,,-,5,,1,,3,,3,,8,,KENTUCKY,,20210340,POINT (-85.290484 37.526683)
PUERTO RICO,2021,3,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20210367,POINT (-66.414655 18.215692)
MAINE,2021,3,,-,0,,,-,,-,,-,2,,,-,1,,,-,2,,,-,,-,MAINE,,20210304,POINT (-69.06137 45.117911)
VIRGINIA,2021,3,,-,0,,,-,,-,4,,9,,11,,5,,1,,6,,7,,3,,VIRGINIA,,20210336,POINT (-78.666382 37.510861)
ARIZONA,2021,3,,-,0,,,-,,-,3,,7,,7,,18,,2,,11,,4,,22,,ARIZONA,,20210349,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20210364,
WISCONSIN,2021,3,,-,0,,,-,,-,,-,14,,1,,19,,,-,6,,,-,4,,WISCONSIN,,20210319,POINT (-89.732969 44.639954)
IDAHO,2021,3,,-,0,,,-,,-,,-,9,,,-,4,,,-,2,,,-,,-,IDAHO,,20210351,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20210368,POINT (-64.840836 18.060868)
MICHIGAN,2021,3,,-,0,,,-,,-,,-,5,,,-,5,,,-,9,,1,,12,,MICHIGAN,,20210317,POINT (-85.730977 44.874798)
GEORGIA,2021,3,,-,0,,,-,,-,,-,14,,3,,18,,,-,19,,,-,17,,GEORGIA,,20210332,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,3,,-,0,,,-,,-,,-,22,,3,,31,,5,,28,,16,,66,,,NEW YORK CITY,20210312,
ARKANSAS,2021,3,,-,0,,,-,,-,4,,7,,4,,1,,1,,5,,2,,2,,ARKANSAS,,20210344,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,3,,-,0,,,-,,-,,-,1,,,-,5,,,-,5,,,-,6,,MISSISSIPPI,,20210341,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,3,,-,0,,,-,,-,,-,0,,,-,3,,,-,1,,,-,,-,SOUTH DAKOTA,,20210327,POINT (-100.230491 44.43614)
WYOMING,2021,3,,-,0,,,-,,-,,-,6,,4,,1,,,-,0,,,-,,-,WYOMING,,20210356,POINT (-107.55145 42.999627)
MISSOURI,2021,3,,-,2,,,-,,-,,-,11,,,-,8,,,-,4,,,-,7,,MISSOURI,,20210324,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2021,3,,-,0,,,-,,-,3,,47,,12,,57,,8,,42,,26,,125,,,MIDDLE ATLANTIC,20210309,
CALIFORNIA,2021,3,,-,0,,,-,,-,2,,37,,4,,96,,3,,55,,11,,167,,CALIFORNIA,,20210359,POINT (-119.662127 37.211164)
WEST VIRGINIA,2021,3,,-,0,,,-,,-,,-,4,,,-,5,,,-,1,,,-,,-,WEST VIRGINIA,,20210337,POINT (-80.613729 38.642579)
FLORIDA,2021,3,,-,0,,,-,,-,,-,24,,,-,34,,,-,28,,,-,24,,FLORIDA,,20210331,POINT (-82.420978 28.260731)
MONTANA,2021,3,,-,0,,,-,,-,,-,5,,,-,1,,,-,2,,,-,1,,MONTANA,,20210352,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2021,3,,-,2,,,-,,-,1,,45,,2,,41,,,-,8,,,-,27,,,WEST NORTH CENTRAL,20210320,
MASSACHUSETTS,2021,3,,-,1,,,-,,-,,-,6,,1,,10,,,-,7,,1,,15,,MASSACHUSETTS,,20210305,POINT (-71.481104 42.151077)
MOUNTAIN,2021,3,,-,3,,,-,,-,4,,32,,20,,55,,4,,25,,14,,54,,,MOUNTAIN,20210348,
INDIANA,2021,3,,-,0,,,-,,-,,-,7,,,-,10,,,-,3,,,-,6,,INDIANA,,20210316,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2021,3,,-,0,,,-,,-,,-,0,,,-,,-,,-,2,,,-,1,,,NON-US RESIDENTS,20210369,
US TERRITORIES,2021,3,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20210363,
TOTAL,2021,10,,-,4,,,-,,-,26,,245,,558,,1685,,30,,295,,647,,2806,,,TOTAL,20211070,
TOTAL,2021,18,,-,4,,,-,,-,54,,255,,1616,,2442,,42,,175,,1583,,4158,,,TOTAL,20211870,
GUAM,2021,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,GUAM,,20211866,POINT (144.653198 13.3532)
PUERTO RICO,2021,18,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20211867,POINT (-66.414655 18.215692)
U.S. VIRGIN ISLANDS,2021,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20211868,POINT (-64.840836 18.060868)
NON-US RESIDENTS,2021,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,3,,,NON-US RESIDENTS,20211869,
TOTAL,2021,5,,-,4,,,-,,-,25,,229,,179,,857,,32,,318,,234,,1425,,,TOTAL,20210570,
PACIFIC,2021,5,,-,1,,,-,,-,6,,47,,24,,208,,9,,63,,80,,310,,,PACIFIC,20210557,
NEVADA,2021,5,,-,0,,,-,,-,1,,2,,1,,4,,,-,2,,,-,9,,NEVADA,,20210553,POINT (-114.916992 39.283294)
TEXAS,2021,5,,-,0,,,-,,-,2,,24,,3,,29,,2,,91,,12,,206,,TEXAS,,20210547,POINT (-99.317341 31.447238)
ALASKA,2021,5,,-,0,,,-,,-,,-,1,,,-,2,,,-,1,,,-,,-,ALASKA,,20210558,POINT (-151.631889 63.631126)
WASHINGTON,2021,5,,-,0,,,-,,-,,-,8,,,-,30,,3,,15,,30,,26,,WASHINGTON,,20210562,POINT (-120.592492 47.411715)
OREGON,2021,5,,-,1,,,-,,-,1,,10,,8,,20,,2,,22,,16,,15,,OREGON,,20210561,POINT (-120.605279 43.940449)
GUAM,2021,5,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20210566,POINT (144.653198 13.3532)
NEW JERSEY,2021,5,,-,0,,,-,,-,,-,1,,,-,,-,,-,6,,2,,36,,NEW JERSEY,,20210510,POINT (-74.655514 40.110253)
NEW MEXICO,2021,5,,-,0,,,-,,-,,-,3,,,-,4,,,-,5,,,-,10,,NEW MEXICO,,20210554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,5,,-,0,,,-,,-,1,,45,,26,,143,,,-,28,,27,,124,,,EAST NORTH CENTRAL,20210514,
NEW HAMPSHIRE,2021,19,,-,0,,,-,,-,,-,2,,6,,8,,1,,2,,1,,,-,NEW HAMPSHIRE,,20211906,POINT (-71.57139 43.680429)
NEW YORK,2021,19,,-,0,,,-,,-,11,,21,,131,,88,,,-,6,,41,,67,,NEW YORK,,20211911,POINT (-75.59655 42.921241)
WEST SOUTH CENTRAL,2021,19,,-,0,,,-,,-,20,,57,,173,,206,,3,,32,,139,,1127,,,WEST SOUTH CENTRAL,20211943,
NEBRASKA,2021,19,,-,0,,,-,,-,4,,10,,43,,34,,,-,4,,13,,14,,NEBRASKA,,20211925,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,19,,-,0,,,-,,-,5,,22,,93,,126,,1,,10,,36,,404,,,EAST SOUTH CENTRAL,20211938,
NORTH DAKOTA,2021,19,,-,1,,,-,,-,,-,5,,6,,8,,,-,2,,,-,6,,NORTH DAKOTA,,20211926,POINT (-100.46931 47.446305)
NEVADA,2021,19,,-,0,,,-,,-,,-,5,,10,,16,,,-,3,,19,,27,,NEVADA,,20211953,POINT (-114.916992 39.283294)
NEBRASKA,2021,11,,-,0,,,-,,-,1,,10,,12,,17,,,-,4,,7,,8,,NEBRASKA,,20211125,POINT (-99.810595 41.527099)
ILLINOIS,2021,19,,-,0,,,-,,-,,-,14,,64,,117,,,-,10,,48,,111,,ILLINOIS,,20211915,POINT (-89.148632 40.124144)
MOUNTAIN,2021,16,,-,3,,,-,,-,9,,35,,155,,250,,10,,23,,115,,241,,,MOUNTAIN,20211648,
NEW ENGLAND,2021,13,,-,2,,,-,,-,1,,11,,24,,68,,1,,9,,40,,101,,,NEW ENGLAND,20211302,
EAST SOUTH CENTRAL,2021,13,,-,0,,,-,,-,1,,22,,42,,93,,1,,10,,20,,370,,,EAST SOUTH CENTRAL,20211338,
IOWA,2021,19,,-,0,,,-,,-,,-,23,,72,,70,,,-,4,,24,,33,,IOWA,,20211921,POINT (-93.500061 42.074659)
US RESIDENTS,2021,10,,-,4,,,-,,-,26,,245,,558,,1685,,30,,295,,647,,2803,,,US RESIDENTS,20211001,
NEW HAMPSHIRE,2021,10,,-,0,,,-,,-,,-,2,,1,,4,,,-,2,,,-,,-,NEW HAMPSHIRE,,20211006,POINT (-71.57139 43.680429)
NEW YORK,2021,10,,-,0,,,-,,-,6,,21,,40,,55,,1,,9,,16,,45,,NEW YORK,,20211011,POINT (-75.59655 42.921241)
PACIFIC,2021,10,,-,1,,,-,,-,3,,47,,92,,378,,12,,58,,244,,462,,,PACIFIC,20211057,
WEST SOUTH CENTRAL,2021,10,,-,0,,,-,,-,6,,36,,42,,118,,3,,100,,42,,715,,,WEST SOUTH CENTRAL,20211043,
NEBRASKA,2021,10,,-,0,,,-,,-,2,,11,,11,,18,,,-,4,,7,,8,,NEBRASKA,,20211025,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,10,,-,0,,,-,,-,,-,19,,29,,67,,,-,26,,14,,298,,,EAST SOUTH CENTRAL,20211038,
NORTH DAKOTA,2021,10,,-,2,,,-,,-,,-,5,,1,,5,,,-,2,,,-,6,,NORTH DAKOTA,,20211026,POINT (-100.46931 47.446305)
NEVADA,2021,10,,-,0,,,-,,-,,-,1,,2,,7,,,-,3,,6,,11,,NEVADA,,20211053,POINT (-114.916992 39.283294)
ILLINOIS,2021,10,,-,0,,,-,,-,,-,14,,20,,84,,,-,10,,16,,87,,ILLINOIS,,20211015,POINT (-89.148632 40.124144)
IOWA,2021,10,,-,0,,,-,,-,,-,23,,21,,37,,,-,4,,11,,26,,IOWA,,20211021,POINT (-93.500061 42.074659)
TEXAS,2021,10,,-,0,,,-,,-,2,,31,,14,,84,,,-,84,,30,,568,,TEXAS,,20211047,POINT (-99.317341 31.447238)
ALASKA,2021,10,,-,0,,,-,,-,,-,1,,,-,2,,,-,1,,,-,,-,ALASKA,,20211058,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,10,,-,0,,,-,,-,,-,1,,,-,2,,,-,2,,,-,11,,DISTRICT OF COLUMBIA,,20211030,POINT (-77.016275 38.904785)
WASHINGTON,2021,10,,-,0,,,-,,-,,-,2,,,-,51,,4,,15,,75,,43,,WASHINGTON,,20211062,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,10,,-,2,,,-,,-,,-,11,,14,,61,,1,,9,,19,,85,,,NEW ENGLAND,20211002,
RHODE ISLAND,2021,10,,-,0,,,-,,-,,-,3,,2,,8,,,-,3,,2,,13,,RHODE ISLAND,,20211007,POINT (-71.534637 41.572574)
OREGON,2021,10,,-,1,,,-,,-,,-,11,,15,,37,,2,,23,,24,,30,,OREGON,,20211061,POINT (-120.605279 43.940449)
DELAWARE,2021,10,,-,0,,,-,,-,1,,3,,2,,2,,,-,1,,2,,3,,DELAWARE,,20211029,POINT (-75.452394 38.994926)
ALABAMA,2021,10,,-,0,,,-,,-,,-,8,,7,,12,,,-,20,,7,,222,,ALABAMA,,20211039,POINT (-86.844516 32.756889)
KANSAS,2021,10,,-,0,,,-,,-,,-,8,,13,,19,,,-,4,,6,,4,,KANSAS,,20211022,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,10,,-,0,,,-,,-,,-,6,,2,,40,,,-,5,,7,,74,,NORTH CAROLINA,,20211034,POINT (-79.130883 35.52603)
GUAM,2021,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,1,,,-,,-,GUAM,,20211066,POINT (144.653198 13.3532)
NEW JERSEY,2021,10,,-,0,,,-,,-,,-,5,,2,,5,,,-,3,,2,,53,,NEW JERSEY,,20211010,POINT (-74.655514 40.110253)
NEW MEXICO,2021,10,,-,0,,,-,,-,,-,3,,,-,4,,,-,5,,,-,15,,NEW MEXICO,,20211054,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,10,,-,0,,,-,,-,,-,48,,83,,260,,1,,21,,66,,226,,,EAST NORTH CENTRAL,20211014,
TENNESSEE,2021,10,,-,0,,,-,,-,,-,14,,20,,31,,,-,7,,3,,40,,TENNESSEE,,20211042,POINT (-86.343226 35.842998)
CONNECTICUT,2021,10,,-,0,,,-,,-,,-,5,,,-,12,,,-,3,,,-,22,,CONNECTICUT,,20211003,POINT (-72.738288 41.575155)
MARYLAND,2021,10,,-,0,,,-,,-,,-,5,,,-,28,,,-,6,,,-,37,,MARYLAND,,20211033,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,10,,-,0,,,-,,-,,-,5,,5,,14,,,-,4,,3,,13,,SOUTH CAROLINA,,20211035,POINT (-80.864614 33.878572)
OKLAHOMA,2021,10,,-,0,,,-,,-,2,,6,,11,,14,,2,,11,,3,,58,,OKLAHOMA,,20211046,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20211065,POINT (145.725693 15.1834)
OHIO,2021,10,,-,0,,,-,,-,,-,21,,32,,60,,,-,10,,32,,56,,OHIO,,20211018,POINT (-82.70936 40.415534)
MINNESOTA,2021,10,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20211023,POINT (-94.198308 46.349153)
LOUISIANA,2021,10,,-,0,,,-,,-,,-,4,,,-,15,,1,,6,,7,,82,,LOUISIANA,,20211045,POINT (-91.840238 30.921314)
HAWAII,2021,10,,-,0,,,-,,-,,-,1,,1,,2,,,-,3,,2,,7,,HAWAII,,20211060,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,10,,-,0,,,-,,-,4,,37,,71,,282,,1,,57,,42,,421,,,SOUTH ATLANTIC,20211028,
PENNSYLVANIA,2021,10,,-,0,,,-,,-,2,,13,,27,,50,,2,,9,,19,,74,,PENNSYLVANIA,,20211013,POINT (-77.838886 40.896694)
UTAH,2021,10,,-,0,,,-,,-,,-,8,,13,,52,,1,,3,,8,,14,,UTAH,,20211055,POINT (-111.678222 39.323779)
COLORADO,2021,10,,-,3,,,-,,-,1,,14,,30,,55,,1,,17,,21,,44,,COLORADO,,20211050,POINT (-105.547832 38.998552)
VERMONT,2021,10,,-,0,,,-,,-,,-,4,,2,,9,,,-,1,,1,,5,,VERMONT,,20211008,POINT (-72.662695 44.075252)
KENTUCKY,2021,10,,-,0,,,-,,-,,-,3,,2,,18,,,-,2,,4,,16,,KENTUCKY,,20211040,POINT (-85.290484 37.526683)
PUERTO RICO,2021,10,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20211067,POINT (-66.414655 18.215692)
MAINE,2021,10,,-,0,,,-,,-,,-,1,,1,,1,,,-,2,,3,,2,,MAINE,,20211004,POINT (-69.06137 45.117911)
TOTAL,2021,4,,-,4,,,-,,-,24,,226,,117,,688,,34,,336,,172,,1084,,,TOTAL,20210470,
US RESIDENTS,2021,4,,-,4,,,-,,-,24,,226,,117,,688,,34,,336,,172,,1083,,,US RESIDENTS,20210401,
NEW HAMPSHIRE,2021,4,,-,0,,,-,,-,,-,2,,,-,1,,,-,2,,,-,,-,NEW HAMPSHIRE,,20210406,POINT (-71.57139 43.680429)
NEW YORK,2021,4,,-,0,,,-,,-,7,,21,,12,,11,,1,,9,,2,,15,,NEW YORK,,20210411,POINT (-75.59655 42.921241)
PACIFIC,2021,4,,-,1,,,-,,-,4,,47,,15,,168,,11,,65,,59,,244,,,PACIFIC,20210457,
WEST SOUTH CENTRAL,2021,4,,-,0,,,-,,-,3,,24,,10,,32,,4,,100,,15,,203,,,WEST SOUTH CENTRAL,20210443,
NEBRASKA,2021,4,,-,0,,,-,,-,2,,11,,3,,7,,,-,4,,2,,4,,NEBRASKA,,20210425,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2021,4,,-,0,,,-,,-,,-,19,,2,,28,,,-,40,,5,,106,,,EAST SOUTH CENTRAL,20210438,
NORTH DAKOTA,2021,4,,-,2,,,-,,-,,-,5,,1,,1,,,-,2,,,-,5,,NORTH DAKOTA,,20210426,POINT (-100.46931 47.446305)
NEVADA,2021,4,,-,0,,,-,,-,,-,2,,,-,4,,,-,2,,,-,8,,NEVADA,,20210453,POINT (-114.916992 39.283294)
ILLINOIS,2021,4,,-,0,,,-,,-,,-,14,,,-,36,,,-,10,,4,,45,,ILLINOIS,,20210415,POINT (-89.148632 40.124144)
IOWA,2021,4,,-,0,,,-,,-,,-,23,,2,,16,,,-,4,,2,,13,,IOWA,,20210421,POINT (-93.500061 42.074659)
TEXAS,2021,4,,-,0,,,-,,-,,-,22,,1,,21,,3,,91,,9,,138,,TEXAS,,20210447,POINT (-99.317341 31.447238)
ALASKA,2021,4,,-,0,,,-,,-,,-,1,,,-,2,,,-,1,,,-,,-,ALASKA,,20210458,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2021,4,,-,0,,,-,,-,,-,1,,,-,1,,,-,3,,,-,2,,DISTRICT OF COLUMBIA,,20210430,POINT (-77.016275 38.904785)
WASHINGTON,2021,4,,-,0,,,-,,-,,-,8,,,-,25,,1,,15,,25,,21,,WASHINGTON,,20210462,POINT (-120.592492 47.411715)
NEW ENGLAND,2021,4,,-,2,,,-,,-,,-,12,,2,,23,,1,,9,,2,,39,,,NEW ENGLAND,20210402,
RHODE ISLAND,2021,4,,-,0,,,-,,-,,-,3,,,-,2,,,-,4,,,-,2,,RHODE ISLAND,,20210407,POINT (-71.534637 41.572574)
OREGON,2021,4,,-,1,,,-,,-,2,,10,,7,,15,,2,,22,,13,,10,,OREGON,,20210461,POINT (-120.605279 43.940449)
DELAWARE,2021,4,,-,0,,,-,,-,,-,3,,,-,2,,,-,2,,1,,1,,DELAWARE,,20210429,POINT (-75.452394 38.994926)
ALABAMA,2021,4,,-,0,,,-,,-,,-,8,,,-,4,,,-,32,,1,,79,,ALABAMA,,20210439,POINT (-86.844516 32.756889)
KANSAS,2021,4,,-,0,,,-,,-,,-,8,,,-,11,,,-,1,,,-,3,,KANSAS,,20210422,POINT (-98.38018 38.484729)
NORTH CAROLINA,2021,4,,-,0,,,-,,-,,-,6,,1,,14,,,-,11,,1,,38,,NORTH CAROLINA,,20210434,POINT (-79.130883 35.52603)
GUAM,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20210466,POINT (144.653198 13.3532)
NEW JERSEY,2021,4,,-,0,,,-,,-,,-,1,,,-,,-,,-,6,,,-,32,,NEW JERSEY,,20210410,POINT (-74.655514 40.110253)
NEW MEXICO,2021,4,,-,0,,,-,,-,,-,3,,,-,4,,,-,5,,,-,6,,NEW MEXICO,,20210454,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2021,4,,-,0,,,-,,-,2,,44,,19,,115,,9,,28,,24,,99,,,EAST NORTH CENTRAL,20210414,
TENNESSEE,2021,4,,-,0,,,-,,-,,-,14,,2,,14,,,-,7,,1,,11,,TENNESSEE,,20210442,POINT (-86.343226 35.842998)
CONNECTICUT,2021,4,,-,0,,,-,,-,,-,5,,,-,4,,,-,4,,,-,15,,CONNECTICUT,,20210403,POINT (-72.738288 41.575155)
MARYLAND,2021,4,,-,0,,,-,,-,,-,5,,,-,14,,,-,6,,,-,15,,MARYLAND,,20210433,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2021,4,,-,0,,,-,,-,,-,5,,,-,5,,,-,4,,,-,5,,SOUTH CAROLINA,,20210435,POINT (-80.864614 33.878572)
OKLAHOMA,2021,4,,-,0,,,-,,-,,-,6,,,-,5,,,-,11,,,-,19,,OKLAHOMA,,20210446,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20210465,POINT (145.725693 15.1834)
OHIO,2021,4,,-,0,,,-,,-,2,,21,,14,,28,,8,,10,,16,,23,,OHIO,,20210418,POINT (-82.70936 40.415534)
MINNESOTA,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20210423,POINT (-94.198308 46.349153)
LOUISIANA,2021,4,,-,0,,,-,,-,,-,4,,,-,5,,1,,11,,4,,44,,LOUISIANA,,20210445,POINT (-91.840238 30.921314)
HAWAII,2021,4,,-,0,,,-,,-,,-,1,,,-,2,,,-,3,,,-,3,,HAWAII,,20210460,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2021,4,,-,0,,,-,,-,2,,40,,19,,119,,,-,59,,10,,128,,,SOUTH ATLANTIC,20210428,
PENNSYLVANIA,2021,4,,-,0,,,-,,-,1,,13,,7,,25,,2,,11,,11,,32,,PENNSYLVANIA,,20210413,POINT (-77.838886 40.896694)
UTAH,2021,4,,-,0,,,-,,-,,-,14,,1,,7,,,-,3,,1,,4,,UTAH,,20210455,POINT (-111.678222 39.323779)
COLORADO,2021,4,,-,3,,,-,,-,1,,14,,8,,25,,,-,17,,10,,19,,COLORADO,,20210450,POINT (-105.547832 38.998552)
VERMONT,2021,4,,-,0,,,-,,-,,-,4,,,-,4,,1,,3,,1,,1,,VERMONT,,20210408,POINT (-72.662695 44.075252)
US RESIDENTS,2021,11,,-,4,,,-,,-,40,,244,,659,,1828,,22,,233,,781,,3224,,,US RESIDENTS,20211101,
KENTUCKY,2021,4,,-,0,,,-,,-,,-,4,,,-,5,,,-,3,,3,,9,,KENTUCKY,,20210440,POINT (-85.290484 37.526683)
PUERTO RICO,2021,4,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20210467,POINT (-66.414655 18.215692)
MAINE,2021,4,,-,0,,,-,,-,,-,2,,,-,1,,,-,2,,,-,,-,MAINE,,20210404,POINT (-69.06137 45.117911)
VIRGINIA,2021,4,,-,0,,,-,,-,2,,9,,13,,11,,,-,6,,8,,6,,VIRGINIA,,20210436,POINT (-78.666382 37.510861)
ARIZONA,2021,4,,-,0,,,-,,-,2,,7,,9,,23,,,-,11,,5,,28,,ARIZONA,,20210449,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20210464,
WISCONSIN,2021,4,,-,0,,,-,,-,,-,14,,5,,25,,1,,6,,3,,7,,WISCONSIN,,20210419,POINT (-89.732969 44.639954)
IDAHO,2021,4,,-,0,,,-,,-,,-,9,,,-,4,,,-,2,,,-,,-,IDAHO,,20210451,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2021,4,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20210468,POINT (-64.840836 18.060868)
MICHIGAN,2021,4,,-,0,,,-,,-,,-,4,,,-,10,,,-,9,,1,,15,,MICHIGAN,,20210417,POINT (-85.730977 44.874798)
GEORGIA,2021,4,,-,0,,,-,,-,,-,14,,5,,19,,,-,19,,,-,28,,GEORGIA,,20210432,POINT (-83.426574 32.638481)
NEW YORK CITY,2021,4,,-,0,,,-,,-,,-,22,,3,,45,,6,,28,,24,,85,,,NEW YORK CITY,20210412,
ARKANSAS,2021,4,,-,0,,,-,,-,3,,7,,9,,1,,,-,5,,2,,2,,ARKANSAS,,20210444,POINT (-92.439162 34.899825)
MISSISSIPPI,2021,4,,-,0,,,-,,-,,-,1,,,-,5,,,-,5,,,-,7,,MISSISSIPPI,,20210441,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2021,4,,-,0,,,-,,-,,-,0,,,-,3,,,-,1,,,-,,-,SOUTH DAKOTA,,20210427,POINT (-100.230491 44.43614)
WYOMING,2021,4,,-,0,,,-,,-,,-,6,,4,,2,,,-,0,,,-,,-,WYOMING,,20210456,POINT (-107.55145 42.999627)
MISSOURI,2021,4,,-,2,,,-,,-,,-,11,,,-,14,,,-,4,,,-,8,,MISSOURI,,20210424,POINT (-92.477244 38.3675)
